comments,Helpful
"i think this game is very self explanatory, but not educational. its motion picter is great it really fells like your at the fashion show and taking pictures. i think this game was very well put together. i like how you get to chose your own fashion and the computer doesn't chose it for you.review by my daughter.",1
"i am fairly disappointed with ulead's dvd moviefactory. there are several glaring problems that i have encountered that ulead's support team has been unable to help me correct. first is the inablity of the software to burn to my pioneer dvr-a . it just won't do it and ulead support is unable to help me with this. second the software bogs down terribly when working with + hour videos making it nearly inpossible to set in and out points accurately (i am on a p . ghz with gig of memory, and seagate barracudas in a raid configuration). however, moviefactory is simplistic and fairly straight forward to use. i also have tried using mydvd and it is not very intuitive and it is cumbersome to use. i would suggest investigating alternative solutions like dazzle's dvd complete.",1
this helps me creat unique works. you can't buy patterns for all the things you can do with this! it could use better instructions...or any instructions on how to use it at all.,1
"it would appear that most people who wrote comments complaining about the new xp's registration feature do not really understand software licensing. i think that it's incredible shrewd for microsoft to incorporate the technology to decrease on pirating. this will eventually lead to cheaper software for people who actually buy rather than borrow or pirate softwares. each program should only be loaded on a single computer anyway! the program has powerful enhancements, but for the average user who uses only % of the features, office is probably suffice, but for business, there are indespensible enhancements to increase productivity. buy a tutorial book and enjoy it's power!",0
"i moved from money to quicken in order to send professionally-looking invoices via email. with money, the best i could do was print and scan, or send in plain text. this works much better in q . the downside is, the limited qfx import. my bank, ameriprise supports q , and provides an ofx file that q recognises. however, when you try to import it, it tries to connect back to the bank and is unable to verify connection.so, if you are planning to buy, be sure all your banks etc are on the approved list first.",1
my son likes this book. it gives some good insights into germs and our bodies. he likes the entires magic school bus series - but this is one of his favorites. an easy read before bedtime - just the right length.,1
"i found ilife was good, but i was expecting more online backup spacethan was offered. perhaps i need a little more time to work with it.",0
"if you just want to learn a few words in cantonese and learn well by plain rote, this is probably a fair course. however, if you're serious about learning cantonese, skip this one and try something else. this course just throws out random words with no context of how they'll be used. grammer and enunciation are given very little attention here. if you've studied cantonese at all, you'll understand the importance of both. the audio is not terribly clear and the pronounciation doesn't seem to jive with what i'm learning from my wife and other courses.this course is okay for the price (i got it on sale bundled with the mandarin course for $ ), but if you plan on ever having a conversation in cantonese someday, i'd recommend the excellent pimsleur course. basic cantonese by virginia yip is quite good as well. even teach yourself cantonese by hugo baker is pretty good once you get used to the format.",1
"this product will be just fine if: you don't have to enter historical data, you're tenants never move out, you never sell a property, you don't mind entering data manually instead of having the program do it for you (silly you).i've been talking to tech support for three weeks now. to their credit, they are very responsive. but they keep telling me how great the updates are going to be; meanwhile, i'm loosing more time trying to figure the d*&% thing out. they swear they had property managers invovled in the program design. they must have been playing with monopoly money at the time.next time, guys, do the product tests on focus groups, not your (ex)customers.",1
"these encore educational sets, though labeled with the latest year in the edition they're trying to sell at any given moment, are really changed very little from one edition to the next - which explains the phenomena of the ""extra"" drivers needed for xp which an earlier reviewer noted.the good news is that these sets are commonly available, used, for five bucks or less in the thrift stores... and they are worth that amount, certainly. so i'd suggest trying an old copy first, then deciding if the latest and greatest revision is worth the upgrade to you.",1
"... history has show that within the first yrs. most small businesses go belly up. buying one of these more expensive small business products only adds to this problem. where is the american dream? is it gone already? wallstreet may surely think so. it feels like october again. it is probably not the best product, but it will serve my needs. i am starting a paintball business and i surely need some worksheets and the like. perhaps i can get this one for free if my entry is good enough. its cheap but honest. has honesty been bought out lately? i hope not. saying goes that cheap stuff ends up being expensive. i hope not or else someone will have to sue these guys and then the joke is on them. oh well, good luck...who said that?daniel",0
"what kind of a company rewards loyal users by putting up a roadblock to productivity? this is the worst software 'upgrade' i have ever seen, and i've been using software for the past years. yes, there are additional useful features. yes, there are fixes to previous limitations. but no, they did not have to be implemented with a completely new ui. the office ribbon is like gm taking the steering wheel and putting it on the other side of the car, and calling that a better car, though indeed, the new car has a better engine. wtf? why would anyone approve this without at least having an option, add-in, or whatever work around to go back to the classic menus? unfortunately this is a business school case worthy example of how not to treat your customers.",1
"i was thinking this was the same as the game cube, playstation cars game. its ok, but its too hard and too easy at the same time. not a lot of help unless you sit and read it to your kids, and then the games are a bit boring and not exciting.",1
"~ ~ ~ does this tablet work for vista?? ~ ~ ~i want to buy it, however im afraid it wont work with my vista notebook",0
"the ilife family pack license has exactly the same language as the panther family pack -&quot;as long as those computers are located in the same household and used by persons who occupy that same household&quot;.for those who respect intellectual property and read their licenses carefully, this means that the family pack ilife cannot be installed on a powerbook which then is taken outside the same household nor on another mac located at another of your personal residences. apple has confirmed that this is the correct interpretation of their license language.all apple had to do with both family pack licenses is change&quot;located in the same household and used by&quot; to&quot;located in the same household or used by&quot;.unfortunately the lawyers cannot seem to agree with that simple change so don't waste your money on the family pack unless you can comply with the license or choose to ignore it.",0
"the gps works great. the software is difficult to use, voice commands do not always work and if you make a wrong turn it does not recalculate. i would not recommend buying this product. software has too many bugs.",1
"this product is not for the beginner. some experience is required or the patience to learn through studing the manual which comes with the program. it has met my needs by giving me the tools required to fine tune my out of focus photos. by use of the selection tool and layering, my photos are of a much higher quality than i have found with other programs, and i have used many. don't get discouraged, once mastered the rewards will be worth it! for those who are not ready for photoshop . but would like to try a program with the elements of it, this is it.",1
"a pretty good office suite for a good price... thank goodness my little girl is in school... saving me $$$ for the student variety. but if you want to load on two of your own computers or even change your mind about which computer to use it on... forget it. microsoft has once again proven their computer prowess by not affording even honest people to use the software on more than one machine or to even swap it to another computer. believe me... i'll continue to use it, but i will further investigate other operating systems and office suites and if somebody even comes close i'll swap all five of my pc's next time.",1
"while i did find stfd fun, it was quite freaky at times. i found a hidden message in a script, and i felt a chill come up my spine. her interactive really messed up the original nancy drew series by coming up with these computer games.",0
"this software program was easy to install, the instructions on designing new checks was a little confusing but after two attempts i was able to design my checks. however i could not get the software and my version of quicken to integrate. because of this and other incompatability problems with the software and my equipment i was unable to print checks. troubleshooting through the software, or my version of quicken proved to be of no help. here is a list of the equipment and software i used: hp pavillion, hp deskjet c printer, quicken basic, and mycheckwriter personal account.",1
"all in all this program appears to be the best of what is available for landscaping and deck design. i found it easy to learn and implement except for some roof and elevation problems (which were unable to be resolved adequately). for californians and many western region locales without gable or hip roofs it can be difficult to design your exact building, but this is the landscape and deck portion and not the entire building program. it does allow you to quickly design most landscape and deck designs possible and the d is drawn quickly and the detail is excellent. trees and plants for many california locales are lacking, but it is possible to use a variety of trees/plants that will give you a good idea of what you are after. i found minor imperfections that were difficult to overcome in elevations but compared to what is available without learning a cad program this is a bargain for the money paid.",1
"i found this program to be very helpful in helping me to type, but i must warn that it has a bug in which if you don't pass the final quiz at the beginner level it freezes up.when i checked out the bug at the customer service site(support.learningco.com) the exact issue is adressed by telling you to do a ctrl + alt delete reboot your computer and try again if you fail the test.as good as the concept may be, i don't appreciate throwing my hard earned money away on unsupported software. i think that if you are going to make something available for sale to the public then it should be free of bugs. if it isn't bug free, the least you should do is offer a patch!",1
"i've been a user of wordperfect for many years this x is the th edition i've had and it still continues to improve. this one is the most versatile ever and it's ability to emulate word in almost every way makes it the most useful yet, while not losing any of it's other advantages over word.",1
"this isn't the same as the original game (oregon trail ). it is the same game as oregon trail ii. that is where some people are getting confused. many people think that oregon trail ii was the first one, but it wasn't. anyway, this is the exact same game as oregon trail ii.",0
"my favorite is the ability to save tool presets for every tool. nothing much is new unless you are a professional photoshop illustrator (the brushes are much fancier). the healing tool is nice (but not much faster than experienced use of the stamp).mainly it is osx. that is important and the reason why i bought it. however, there are no osx drivers for any of my scanners (seven of them). so, be careful!",0
"i am going to recommend this for the majority of users and readers because it passes two key tests: ) it is very easy to use; ) it does what it does well.the firewall aspects of zonealarm are unquestionably top-rate. it is effective, clear, and can be tweaked or configured by more advanced users without being out of reach of other users. it ships with a built-in tutorial that even mom can follow. in short, you get a good firewall with this product.the antiviral component is well-integrated and works in the same manner. zonelabs has excellent help and support, and the free updates alone are worth the purchase price. yes, you can get free antiviral software, but what you cannot get is an integrated solution such as this, with support, for well under $ . for its listed price, i would wholly recommend this to anyone without sufficient defenses (winxp's firewall is not sufficient by itself).-fred",1
"quicken willmaker (formerly published by nolo) is a minor update, but it's always a good idea to get the latest version so it reflects the latest state laws. (but estate laws don't change often...)[...]",0
good software. the only minus is when it refers to the manual which is on the disk. the manual has to be printed to be used. a link withing the software to the appropriate section would make this much easier.,0
"well,here you go.they have plenty of already made cool techno songs that you listen to forever and then once you get used of making your own music thats even funner.im not a d.j. either but i can use this.its easy...and im only . games i recommend to buy: worms , age of empires:age of kings, gamefest:classic pinball magic, truly i think these are the best games on the market.",0
"i have only used this within the city of sao paulo, but it works! the only fault i've found is that, sometimes, it will bring you to the correct point in the road, but expect you to turn left to reach your destination, which is mostly not allowed on many majors roads ... requiring a sometimes lengthy detour.",1
"i discovered my yr old son making amazing house plans on our paint program. he has also designed t-shirts for a bmx bike company.which would be an appropriate software program to further his design/architectural interests and talents and not too ""over his head"" that it would cause frustration and intimadation. keep in mind he is yrs old with no drafting experience.thank you,mom",0
"this product works great for recovering lost songs. i got a virus on my computer and had to replace the hard drive, so of course i lost i-tunes. this product recovered my songs from my i-pod in seconds, but what the product does not tell you is you have to copy the songs to your hard drive first, then import those files to i-tunes. simply clicking the ""add to i-tunes"" button does not work. you also have to play with the product, because it does not come with instructions, so if you are not computer savy, do not buy this product.",1
"corel paint shop pro x does the kind of photo editing that everyone wants to do: remove shadows, take out unwanted items, fix facial blemishes, and more",0
"the school i went had the previous version of illustrator. however, i purchased this version for myself to practice on and use once i graduated. i found it very easy to use and have had very few problems. the adobe programs can be a little complicated to learn but once you master them the options are endless.",0
office is what it is - we are all stuck with microsoft's casual disregard for millions of hours of macro programming and keystroke commands hardwired into our fingers that evaporate with the next version. but the box on this one really ticks me off - it could be a slim biodegradable cardboard box but is instead a large hard plastic box impossible to file and millions of them will eventually be circling the great pacific garbage gyre. just because you are the pound gorilla doesn't mean you should sit anywhere you want.,0
"this software takes a ""whole language"" approach to learning danish. if you want to really learn this language, this is a great program. if, however, like me, phrases like ""where is the bathroom"" are more important than ""the boy is on the horse,"" then you should look elsewhere. this is frankly the only learn danish software i found and i did learn enough to get by for two months in copenhagen without starving or getting lost.",1
"i bought this software for $ ar months ago, i thought it's a great deal comparing to quickbook pro. but it's a total disapointment, it's not user friendly in most of the cases, i had no idea how it worked. so i had to buy quickbook pro for $ instead from costco, therefore i end up pay more by choosing a wrong product in the begining (trying to be cheap too). i like microsoft products in general, but this just doesn't cut it, it's a long way to go. i had little problem using quickbook, maybe i've used turbotax for years. just my $ . .",0
when acrobat was upgraded to . adobe included a very useful ocr facility within the program for use with your own scanner. in acrobat this has been radically altered. you are now required to send your scan to a remote ocr facility on an adobe web site for which only a limited number of document captures are free. therafter you must pay a subcsription fee. so think carefully before changing to version .,1
"this is good software, but it expires too soon to be useful to a college student. i have two weeks in the semester left, now i have to use notepad and compile in jdk . because the enterprise trial version expired before the semester was over.why can't companies like borland offer free trial versions of their software that will work through the entire semester for college students? a semester is not days long, it's longer. companies could ship the software with textbooks and it would be free advertising. as soon as the student gets a good programming job and can afford the real software, they'll buy it.",0
"simply accounting is great and easy to use. i like it better than some other software in the market. but one simple problem, it is simple!",0
this product is difficult to configure and when sending repeated requests for support i never got the help i needed. the responses looked like they never bothered to read my question. the response looked like a canned response that didn't relate to my problem. like many products of this type they provide so much checking and blocking that performance is greatly affected. there are better products that are out there that are free. seehttp://personalfirewall.comodo.com/,0
"i have read some really bad press about powerdirector , lockups etc. i tried several others, ulead video studio , showbiz . and sony vegas .each has its issues, strengths and weaknesses. i finally downloaded powerdirector premium.. i got to say, that it works really well. i like it the best. a few items could be more intuitive, but all in all, im impressed. plus, the price is right at $ . . plenty of control for me! exports to many common formats including divx.update..after using the product for a couple of days, im less impressed. its locked up a few times, and sometimes operates very slowly. its kind of a pig. nice features, but doesnt appear to be real stable. i think at this point im voting for 'showbiz . ' as best product. ive evaluated about of them.",1
"i just needed an easy way to get pictures off my camera onto my computer. after emails to and from tech support we got this product to work. and for what i need it for it works fine. i have even used it to upload some ringtones to my phone which worked fine as well. there is some tweeking that needs to be done from time to time. (re-booting usually does the trick.) i paid way too much for mine, but for the price here it is probably a decent value.haven't tried to do much more with it but may try someday. if you want something simple, or get frustrated easily, find something else.",1
perhaps mac users would like to be able to buy this product also. come on hasbro - let the games begin!,0
"i like this game. it it is not corny or cheesy.but sill look at the chart:good things:shop duhhput on makeuplots of storesthe zine(it is the best part!)bad things:you can't buy shoesthey walk showyou can't chose anythingthe jobs are borrrring!that is all.over and out,kia.ps.at least it is better than bratz(they are brats.)",0
"having owned norton products for fourteen years now, this has got to be the worst upgrade yet. full scan takes me at least six or seven hours, not because of the mg of ram, but the program is the slowest yet. one plus, if you don't mind waiting forever, is that it's a very good program based on it's utility ability. uses up a bunch of system memory. very, very slow!!",1
"the clip art is organized very nicely and despite having to switch disks, it works just fine. i was disappointed to see that so much of the big box art contained the free clip art already available on the microsoft design gallery live: ... there are other fine designs there, but for the price, i was hoping for clip art i can't already get for free.",1
"the product worked flawless and as expected. the learning curve is not too steep and if one is familiar with previous versions of streets and trips, easy to set up.now to the bad:the installation was plaqued by incomplete install with the error . could not open key: unknown\microsoft.mappoint.wifi scanner. \clsideven a trip to the ms support website only provided a hint to the solution, that sadly required a registry hack, so not for the faint of heart.for anyone with the error , you will have to delete all registry keys that are related to mappoint. after accomplishing that, installation went smoothly for me.would have given stars, but the install problems reduced that to .",1
"first notice that most of the five or four stars reviews was worte by software people, seller or merchant of the site. read only review by real customer with their nick name not ."" software user "" or a ""a kid review"" . no this game suck. beside the classic every other version pretty suck. prove me wrong and buy this oregon trail game. you'll see",0
"frankly any dvd authoring software under say $ is not particuarly powerful.this one is however one of the best. i use several different programs to make my home like videos. i have found not one package in this price range to let me design the 'menu' the way i want.. that is like the ones the commercial movies have.this one is no exception. but it does have a lot of features for the price. including one i use every day... namely editing out commercials. it's called multi cut and trim. of the ones in this price range it is the only one that has it (that seems to actually work).caution, it is a slow program. slower then some less capeable programs.you might consider their more costly editing program but you won't get much more flexability.",1
"i like the look of word ; the screen is much cleaner and selections are quicker to find. it is faster and not difficult to apply. easy changes were accomplished in the quick access options by inserting or deleting one or more of the listed menu functions that i use more, or less often. by clicking on the bar and dragging to just above my project, access was faster. this offered quick availability to my most often used tools. seeing the word count shown as i type is a real plus. there are several other good and new offerings and updated tools not mentioned here.i definitely recommend this program and believe a beginner will find it easier to learn than earlier versions of word.",0
"i ws very happy that i got one of the free downloads of this product when it was launched and was more than ready to buy next year's subscription as this is a light-weight product and is not intrusive.my wife opened an e-mail containing the win .netsky worm and voila, the system was infected. how i came to know? this av reported that system's winlogon.exe is corrupted.i don't understand why the av did not stop the worm even though it's real-time protection was on!i had to go through multiple levels of scanning before i disinfected the system (thanks to xp's system restore which sves the worm infected files also).i had autodownload on and i have cable modem, so if the data files for this worm would have come in time i would not have had two days of wasted time. this is something that never happened when i had mcafee...",0
"this is very affordable software. that's one of its main selling points--so if you're on a budget this is a great option. and it's good for learning vocabulary. it's lame in a way: you're not really going to learn how to *speak* spanish using it, but you'll pick up a lot of words and become better able to read signs and things. you won't learn spanish well enough to impress the attractive woman on the box (why do they have all those spanish/hispanic stereotypes on the cover art, anyway?), but it's a start.",1
"this game is really disappointing. i love tycoon and sim games, but this one is bad it has a good concept like airport tycoon but doesn't carry it out as well as other tycoon games the graphics are horrible it is very unrealistic you do get hooked but it does get boring after about an hour. the game is easily hacked. big foot is cool not a bad price, but this is more like a . then . game. it is a tycoon game though, so if you are a fan you might as well give it a try.fast food tycoon is a better game by the same company &amp; it is the same price!",0
"i bought this to update an old engineering program i'd written a decade ago. it came with minimal documentation, nothing that a beginner programmer can understand - not even on the cd. i checked their web site, which was not helpful, and after three attempts at installing the program (the installation program politely asked me if i wanted it to mangle office or office , neither of which i had on that computer), finally got it installed. i asked their customer support about the office thing, and they send me a correct but not helpful email. i did manage to figure it out myself.sure 'nuff, it was a pain to use.they did agree to take it back.i downloaded a free copy of lcc-win , a free c compiler, that includes decent documentation and seems plenty powerful. it's at http://www.cs.virginia.edu/~lcc-win /.",1
"if this game is anything like the demo, perhaps it would be better to wait and see, in the demo at least the controlls were a bit obscure and the reaction time was less that desireable, also the graphics are sub-par considdering what windows is capable of. some of the problem might be that i'm use to d game boy games, not d playstation games. i hope the real game explains how to control the characters better.",0
"this software didn't impress me at first, but my month old son has come to enjoy it and request it. at the beginning, the pooh characters wave to us, and now my son will come over to the computer and wave at it as if to ask me to start this software. when i start it up, he gets excited and starts banging on the keyboard. the software is based on the idea of &quot;pressing any key&quot;, and then things happen on the screen. the graphics are a little lame, but the voices are quite good. it is a little funny at times, and the five different activities give it replay-ability. this software is a nice change of pace from videos, and i would buy it again.",1
"frontpage is powerful and easy to use. my gripe is that microsoft's licensing for this software is horrible. they state that i can have the software loaded on computers for my own use. i loaded it on both my home and work computer. unfortunately, my home computer was damaged so i purchased a new one, only to find out that frontpage wouldn't activate on it because i had already activated it on machines. now i'm facing a computer upgrade at work and will be unable to use this software at all.again, it's a good web design tool, but i consider it a software rental, not a purchase. i'll move over to dreamweaver when it's time to upgrade. do not load this software if you plan on upgrading your computer any time soon.",1
"ms project is actualy a bugfix version of ms project , with some new funtions like converting task-list from excell. otherwise it is a bugfix version for using project-center via web, e.g. registration of project houres via web. there is some new reports and you can analyse your projectplan with multiple baseline. i would not acall it a new version!!",0
like other video-game to movie titles this could have (and should have) been a lot better than it was.movie makers just see these things as a way to make more money..like d..they dont actually care about it..its just something for the sheep to be drawn to...and then get fleeced.,0
"there is something really exciting about getting your computer on the cutting edge with new software...but leopard was a big disappointment...for starters, it took forever to download, and even though i had no problems with it at all, it just took soooo looooong! to top it off, it did not even come with some of the basic stuff, like: excel, word, links to you tube etc. i was a little disappointed, but since it was given to me as a gift...it is hard to give it one star.",0
"the product description does list vista, but as b. watanabe points out, the box itself does not. as with b watanabe i bought this specifically because it says it is vista compatible. however, i actually tried installing it and it installed just fine and works properly. so far i have seen no problems other than the box that does not list vista.the only complaint i have is that installer for the software is not digitally signed verifying the publisher.",1
"i acquired an intel based mac pro to run some windows xp cad programs. thinking i needed to share data back & forth i bought this product after seeing some great reviews, but i'm reconsidering.what i forgot was that installing it allowed any nasty windows program/virus/worm etc to have access to my apple disk partition. that i can't stand, so i'm not going to install macdrive . i run multiple firewalls & backup regularly, but i guess i'm paranoid. macdrive is a great idea, but i can't stand the risk of damage to my expensive irreplaceable photos.i'll stay with a thumb drive as an intermediary. if & when i install macdrive (for the convenience) i'll update this review.",0
"i recently switched from a magellan sportrak to garmin legend hcx gps. i bought the corresponding topo map- garmin mapsource topo u.s. . while the contours are reasonable, the integration of the roads into the map is simply ridiculous. on a recent walk i took, it shows my track crossing a road that in reality i never get within / of a mile of. the actual road layout looked like they are from at least years ago in my area. for curiosity i dug out my magellan topo d and plotted the same track. the information was correct. so as long as you have no need of how the terrain and roads are interrelated, this product is fine. but for those of us that do occasionally drive to a trail, or want to reach a civilized place while on a hike this product is of dubious value.",1
"i can't really wait to get my copy of this, by the looks of the screenshots the graphics are incredible!!! i think microsoft has really produced an excellent piece of software this time ive never played it but my friends tell me all how cool it is omg!definately if you are a fan of sticky notes, or you can't figure out how to type your notes into notepad, this program is probably worth the money so buy it like i did^",0
"i was quite pleased with this software, but i agree that it is not that helpful for true beginners. it has a wide variety of learning activities and contains a surprising amount of material. it is much, much better than the overpriced and overhyped rosetta stone series, though this is still not cheap. however, be aware it is for castilian spanish, that is, as it is spoken in spain, not latin america; the accent is rather different and some vocabulary differs, too.of course, learning a language with software is probably not the best way to do it. i think for the same investment of time i have learned a great deal more with audio cds and workbooks - i, at least, do truly need the workbook as well as the cd to cement the learning. the one advantage of tell me more spanish is that it has a lot of workbook-type exercises built in.[...]",1
"i love this game, except for one glaring problem: when multiple humans are playing, one is assigned the space bar as a ring in key. this key always reacts slower than the other keys (control and alt), making mult-player games frustrating.",1
"i've used psp since it hit the market. psp took forever to load and, aside from networking facilities, offered no advantage over psp - i deleted it. psp x loads faster than psp but the user interfaces are drastically changed with no significant improvement - and the browse folder facility, which i use extensively with large volumes, is completely broken. there's a ""hide browser"" feature that's so slow it's useless, and even with it turned off, images come up behind the browser(!) ooftah!! i'm going to delete psp x, too.",1
"i looked to this product to give me a little push and shove into writing more and organizing my thoughts. so far, it has worked out pretty well for me. it has made me consider in more detail my character developments and conflicts. don't expect it to write for you, but if you are looking for some organization it is well worth the price.",1
i ordered and paid for mac os x leopard version . . .i received mac os x leopard version . . .amizon screwed me as to the updated version which i find to be usable.i am on dial-up so it takes forever to get up-dated.,0
"if you are worried about using turbotax this year with the printing restrictions, be aware that you can save your finished taxes as a pdf file on the &quot;registered&quot; computer and transfer/print that pdf file on another computer.",0
"i have not spent time yet with my grandson, now years old, when he's played with his science educational toy....he is wholly into science and learning, so my guess is that he is enjoying the toy he received for the th birthday...",0
"easy to use for planning layouts but it is a bit buggy. there are several known bugs and the publisher has yet to address them with any kind of update.for simple layouts, this program is fairly intuitive, but for more complex items, there is quite a bit of a learning curve.",1
"one warning for all mac users: on the version i have, you have to switch to colors to play. that makes it very difficult to leave the aquarium running while doing other things. the graphics are okay, not as crisp or as stunning as i had hoped. and there is no screen saver mode, which really would be the ultimate for this game. all in all, you have to plan to play it (reset your screen) and then when you get in it, there's really nothing to do but stare at the screen, maybe feed the fish, and then it's boring. i love aquariums and even i wasn't captivated by this game. if you have an old, unused mac sitting around, you might consider just running this game on it / . that might work...",1
"this product suite has a number of software tools, some very good and at least one that is really bad. the registry editor is supposed to be excellent. however, i purchased this suite to try to 'clean' a virus infested pc. the virus checker/remover is by a company called trend micro, and the version they include in this package is essentially useless. on running it, it provide a list of viruses but was unable to eliminate any of them. i don't know why, as i was able to manually delete all but one in which access was denied by windows. however, manual deletion of virus files must be accompanied by registry changes and i found little help for this at the trend micro site; most of the information seemed to be outdated or wrong for the viruses in question and some seemed to be misidentified. i later obtained a free product, free-av, that succeeded where this product failed utterly.",1
"during the brief browsing of this review list, i noticed plenty of complaints which may or may not be directly related to this product. the product can only perform as well as the system on which it is installed. for a real review of any software, dont trust someone who knows next to nothing about computers and how they work. instead go to any number of online places for fair and honest information (there are plenty of people whose profession is evaluating and reviewing software...)rather than trusting the ramblings of some secretary who only knows how to use or products and log in to her aol account. you could be unhappy for the wrong reason just becuase you listen to someone who doesnt know the first thing about what they are telling you...!",0
"i'm a teacher and i use these kind of applications all the time, so when apple released iworks i was bought it and was greatly disapointed with ""pages."" this program is great if your just using it for the ready-made templates, but for straight up word processing power, it sorely lacks. the functions you use the most are missing from the main window (where you need them the most) it felt like a ""micky mouse-ish"" wannabe of ""word"" if you want it just for the templates then get it, but if your serious about word processing then avoid this program, it's got nothin on microsoft office (even appleworks is better for simple word processing)the only good thing about iworks is keynotes, this program outdoes powerpoint.",0
"having tested other html editors (macromedia, adobe, netobjects and microsoft), i think that frontpage is not the best anymore. this has some few new features and a facelift but that's all. if you are really serious creating web sites the best choice is macromedia dreamweaver . , there is no product like that and if you want to create dynamic database driven web sites, macromedia ultradev . is simply the best.ms frontpage is good if you want to create some informational web sites and that's it, but if you want to create something more powerful with interactivity then get the macromedia product, you will not regret.",1
"since this is the best choice you have after the ms offer sun forget to consider more os upport (os/ which had support when sun bougth star division) lotus smart suite filters, macro compatibility (i don't want the viruses, but many ppl used to have lot of macros and depends on them for every day work). i would love to see those think fixed, specially the os/ support",0
we tried many programs when starting our web site and this was by far one of the best. it is easy to use and it has everything you need. the drop and drag features are great and it has a built in html editor. i would recommend this one to anyone wanting to get a web site up and running.,1
"its ok...but dont for one minute think that linux is less of a security risk. what a joke that previous reply was, considering linux released more &quot;patches/fixes&quot; last year than microsoft. the product itself is probably the best it has ever been, (thanks to the open source community) ;) still compiling and configuring isnt for the noobies out there....(yet) :)",0
"l&amp;h power translator pro . . has the best first review to translate documents. obviously it is not definitive (technical concepts are hard to be correct), but it saves us a lot of previous work.",1
"this software is very friendly, and very thorough. unfortunately, it can't calculate the basis of a mutual fund. example: fund purchased / / for $ , . fund sold / / for $ , . turbotax takes this information and determines a short term capital gain of $ , . the only way to override this behavior (on a number of transactions) was to manually input the gain myself in the form fields. what a waste.",1
"it says on package that it is only compatible with win / / . this is outdated software and not supported by manufacturer anymore. unless you are totally broke like me, you should get the updated product and pass on this.",1
"lots and lots of features, but intended for a mac, i guess. do a &quot;save as&quot; and your new pic/doc is still &quot;untitled- &quot;. close the app down and it prompts you to save everything you've already saved! worse than that tho is the one-day guarantee. it's buggy, twice in one day i had to delete the preferences file to make it use the color i wanted. i was forced to upgrade from v . .... i bought a new 'puter and had downloaded (and bought, yes) v . to the first one and had deleted the install file (duh) in the end however, i do use it quite a bit in my web business. gif animations are limited to one frame(layer) rate, which pse is unaware of when you reopen it. and if you save an un-animated gif, you lose your layers (unless there's some feature i haven't noticed!)",0
"ok,um...i guess i should review it so:graphics pretty goodcan be boring but then something happens to intrigue you and make you continue playingthe stalls get dirty a little too often for my liking...oh well.ok, the main reason i'm writing is because the stupid customer support that they have does not help you!! i am stuck at the castle where i am supposed to find this golden object. i don't want to give my email away and i don't mean to clutter but if someone else reviews this game and wants to say something and they also know the answer to my problem, could they please add that in?!!thankz",0
"just to let users know, frontrange (creators of goldmine) has discontinued the goldmine std(dbase) version. although it was/is a very good crm solution, the new versions are quite costly for a very small business(&lt; users).",1
"in response to the previous reviews,i am aware that there have been certain issues with the software on first release but please do remember that alot of the initial issues have been addressed within the free update patch . available from best software.it is true at first the software seems to lag behind previous versions of act however it storms past them in spectacular style with what it now does for the user, the overall functionality in the program is great and it give you a more rewarding experience.i have emailed the developers of the software and they assure me that the software is under constant development and that all update patches and fixes will be available for free.",0
i rate this three stars because it is faulty it throws up blue windows and we got a new computer because are old one was screwed up so then it had windows se. on it and this computer is well able to support windows mgh. mgs. of ram and a gb. rpm hard drive and i have still run in to a few small problems i would not use or install this on any small computer under .mgh it is a suprise that windows me does a much better job at small and large computers if you are trying to decide between windows me or windows i would go with windows me trust me i have run windows for four years!,0
"i had this program on a cd when i got my computer so i didn't buy it and i am glad that i got it for free! well it is kinda hard to understand, but the most part i understand is the part when you can use special tools like transform pictures, do wind and blur effects and alot more effects it is a pretty good program. the onlye reason i give it stars is because i can't figure out how you do anything else realy and that madedit for webpages would be really helpful for my web page!",0
"microsoft works suite does not impress me very much. microsoft has not evolved fast enough in my opinion when it comes to word processing and most programs associated with microsoft office and/or microsoft works. at around $ . , the price is attractive, but you really get nothing more than in past editions of the same product. the features have stayed the same, the programs themselves have stayed the same for the most part, and easiness-to-use still could be worked on.i truly believe that anyone who currently has at least microsoft office or word edition, should keep using it and save some money. you get nothing more in the newer editions including this newly released edition.",1
"after reading some of those heavy handed reviews of mediastudio pro, i decided to add my comments. although the program is a bit tricky to learn, once you've mastered the ins and outs it's great. there's a lot of flexibilty for creating fx and transitions, but you may have to read the tutorials and extensive help screens. this is a definite step up from windows moviemaker . it allows you to be much more creative. it's not for those seeking instant editing solutions. it's a great stepping stone from the consumer to real editing world. it also works on my old pentium ii machine! you don't need a $ p to use this software. it preforms well on windows xp pro. get the free 'trial' version a judge for yourself.",1
